year,month,week,province,disease,cases
2019,11,48,93,asthma,41
2019,11,48,32,ihd,43
2019,11,48,13,asthma,36
2019,11,48,43,copd,144
2019,11,48,47,ihd,44
2019,11,48,58,copd,142
2019,11,48,94,asthma,5
2019,11,48,33,ihd,108
2019,11,48,14,asthma,5
2019,11,48,44,copd,434
2019,11,48,80,asthma,41
2019,11,48,0,asthma,1
2019,11,48,48,ihd,40
2019,11,48,30,copd,899
2019,11,48,95,asthma,7
2019,11,48,34,ihd,53
2019,11,48,15,asthma,1
2019,11,48,45,copd,449
2019,11,48,81,asthma,4
2019,11,48,20,ihd,75
2019,11,48,49,ihd,3
2019,11,48,31,copd,584
2019,11,48,96,asthma,22
2019,11,48,35,ihd,19
2019,11,48,16,asthma,35
2019,11,48,46,copd,422
2019,11,48,NULL,copd,4076
2019,11,48,,copd,4
2019,11,48,21,ihd,63
2019,11,48,32,copd,317
2019,11,48,36,ihd,79
2019,11,48,17,asthma,3
2019,11,48,47,copd,369
2019,11,48,83,asthma,7
2019,11,48,22,ihd,80
2019,11,48,33,copd,618
2019,11,48,37,ihd,23
2019,11,48,18,asthma,11
2019,11,48,48,copd,155
2019,11,48,84,asthma,26
2019,11,48,23,ihd,21
2019,11,48,34,copd,595
2019,11,48,70,asthma,18
2019,11,48,99,asthma,41
2019,11,48,38,ihd,23
2019,11,48,19,asthma,5
2019,11,48,20,copd,327
2019,11,48,49,copd,95
2019,11,48,85,asthma,4
2019,11,48,24,ihd,50
2019,11,48,35,copd,197
2019,11,48,90,ihd,118
2019,11,48,71,asthma,12
2019,11,48,10,ihd,145
2019,11,48,39,ihd,35
2019,11,48,21,copd,253
2019,11,48,86,asthma,4
2019,11,48,25,ihd,21
2019,11,48,36,copd,431
2019,11,48,91,ihd,23
2019,11,48,72,asthma,18
2019,11,48,11,ihd,74
2019,11,48,22,copd,380
2019,11,48,26,ihd,22
2019,11,48,37,copd,97
2019,11,48,92,ihd,66
2019,11,48,73,asthma,43
2019,11,48,12,ihd,61
2019,11,48,23,copd,155
2019,11,48,27,ihd,24
2019,11,48,38,copd,176
2019,11,48,93,ihd,40
2019,11,48,74,asthma,10
2019,11,48,13,ihd,25
2019,11,48,24,copd,256
2019,11,48,60,asthma,22
2019,11,48,90,copd,868
2019,11,48,10,copd,640
2019,11,48,39,copd,152
2019,11,48,94,ihd,86
2019,11,48,75,asthma,5
2019,11,48,14,ihd,40
2019,11,48,25,copd,117
2019,11,48,80,ihd,159
2019,11,48,61,asthma,12
2019,11,48,0,ihd,2
2019,11,48,91,copd,156
2019,11,48,11,copd,233
2019,11,48,95,ihd,39
2019,11,48,76,asthma,20
2019,11,48,15,ihd,22
2019,11,48,26,copd,89
2019,11,48,81,ihd,53
2019,11,48,62,asthma,22
2019,11,48,92,copd,359
2019,11,48,12,copd,202
2019,11,48,96,ihd,76
2019,11,48,77,asthma,44
2019,11,48,16,ihd,66
2019,11,48,27,copd,177
2019,11,48,82,ihd,28
2019,11,48,63,asthma,13
2019,11,48,93,copd,292
2019,11,48,13,copd,188
2019,11,48,17,ihd,14
2019,11,48,83,ihd,64
2019,11,48,64,asthma,4
2019,11,48,94,copd,468
2019,11,48,14,copd,258
2019,11,48,50,asthma,35
2019,11,48,80,copd,911
2019,11,48,18,ihd,36
2019,11,48,0,copd,12
2019,11,48,84,ihd,80
2019,11,48,65,asthma,83
2019,11,48,95,copd,266
2019,11,48,15,copd,87
2019,11,48,70,ihd,36
2019,11,48,51,asthma,10
2019,11,48,99,ihd,43
2019,11,48,81,copd,155
2019,11,48,19,ihd,35
2019,11,48,1,copd,4
2019,11,48,85,ihd,8
2019,11,48,66,asthma,6
2019,11,48,96,copd,542
2019,11,48,16,copd,328
2019,11,48,71,ihd,32
2019,11,48,52,asthma,52
2019,11,48,82,copd,158
2019,11,48,86,ihd,37
2019,11,48,67,asthma,38
2019,11,48,97,copd,8
2019,11,48,17,copd,95
2019,11,48,72,ihd,65
2019,11,48,53,asthma,5
2019,11,48,83,copd,156
2019,11,48,98,copd,1
2019,11,48,18,copd,140
2019,11,48,73,ihd,42
2019,11,48,54,asthma,4
2019,11,48,84,copd,584
2019,11,48,40,asthma,108
2019,11,48,70,copd,392
2019,11,48,99,copd,447
2019,11,48,19,copd,258
2019,11,48,74,ihd,7
2019,11,48,55,asthma,14
2019,11,48,85,copd,66
2019,11,48,60,ihd,59
2019,11,48,41,asthma,28
2019,11,48,71,copd,380
2019,11,48,75,ihd,10
2019,11,48,56,asthma,18
2019,11,48,86,copd,236
2019,11,48,61,ihd,8
2019,11,48,42,asthma,28
2019,11,48,72,copd,310
2019,11,48,76,ihd,41
2019,11,48,57,asthma,8
2019,11,48,62,ihd,70
2019,11,48,43,asthma,7
2019,11,48,73,copd,262
2019,11,48,77,ihd,36
2019,11,48,58,asthma,2
2019,11,48,63,ihd,23
2019,11,48,44,asthma,104
2019,11,48,74,copd,101
2019,11,48,30,asthma,115
2019,11,48,60,copd,382
2019,11,48,64,ihd,23
2019,11,48,45,asthma,20
2019,11,48,75,copd,40
2019,11,48,50,ihd,57
2019,11,48,31,asthma,26
2019,11,48,61,copd,217
2019,11,48,65,ihd,47
2019,11,48,46,asthma,39
2019,11,48,76,copd,155
2019,11,48,NULL,asthma,396
2019,11,48,51,ihd,29
2019,11,48,32,asthma,29
2019,11,48,62,copd,394
2019,11,48,66,ihd,59
2019,11,48,47,asthma,16
2019,11,48,77,copd,215
2019,11,48,52,ihd,31
2019,11,48,33,asthma,86
2019,11,48,63,copd,297
2019,11,48,67,ihd,89
2019,11,48,48,asthma,6
2019,11,48,53,ihd,7
2019,11,48,34,asthma,113
2019,11,48,64,copd,254
2019,11,48,20,asthma,23
2019,11,48,49,asthma,9
2019,11,48,50,copd,1123
2019,12,48,50,ihd,3
2019,12,48,31,asthma,1
2019,12,48,61,copd,12
2019,12,48,65,ihd,3
2019,12,48,46,asthma,5
2019,12,48,76,copd,8
2019,12,48,NULL,asthma,18
2019,12,48,51,ihd,3
2019,12,48,62,copd,12
2019,12,48,66,ihd,1
2019,12,48,47,asthma,1
2019,12,48,77,copd,5
2019,12,48,52,ihd,1
2019,12,48,33,asthma,4
2019,12,48,63,copd,10
2019,12,48,67,ihd,4
2019,12,48,48,asthma,2
2019,12,48,34,asthma,4
2019,12,48,64,copd,9
2019,12,48,50,copd,36
2019,12,48,65,copd,5
2019,12,48,40,ihd,5
2019,12,48,51,copd,10
2019,12,48,55,ihd,3
2019,12,48,36,asthma,2
2019,12,48,66,copd,13
2019,12,48,41,ihd,7
2019,12,48,52,copd,12
2019,12,48,67,copd,9
2019,12,48,42,ihd,1
2019,12,48,53,copd,2
2019,12,48,57,ihd,3
2019,12,48,38,asthma,2
2019,12,48,43,ihd,2
2019,12,48,54,copd,5
2019,12,48,90,asthma,1
2019,12,48,58,ihd,3
2019,12,48,39,asthma,2
2019,12,48,40,copd,22
2019,12,48,44,ihd,2
2019,12,48,55,copd,12
2019,12,48,91,asthma,1
2019,12,48,30,ihd,7
2019,12,48,11,asthma,1
2019,12,48,41,copd,18
2019,12,48,45,ihd,4
2019,12,48,56,copd,9
2019,12,48,31,ihd,1
2019,12,48,42,copd,4
2019,12,48,46,ihd,3
2019,12,48,57,copd,50
2019,12,48,NULL,ihd,45
2019,12,48,43,copd,6
2019,12,48,47,ihd,3
2019,12,48,58,copd,10
2019,12,48,33,ihd,8
2019,12,48,44,copd,15
2019,12,48,48,ihd,1
2019,12,48,30,copd,24
2019,12,48,34,ihd,5
2019,12,48,45,copd,11
2019,12,48,20,ihd,16
2019,12,48,31,copd,26
2019,12,48,35,ihd,1
2019,12,48,46,copd,15
2019,12,48,NULL,copd,144
2019,12,48,32,copd,11
2019,12,48,36,ihd,1
2019,12,48,47,copd,2
2019,12,48,22,ihd,3
2019,12,48,33,copd,20
2019,12,48,37,ihd,4
2019,12,48,48,copd,7
2019,12,48,84,asthma,2
2019,12,48,23,ihd,12
2019,12,48,34,copd,23
2019,12,48,99,asthma,1
2019,12,48,38,ihd,1
2019,12,48,20,copd,10
2019,12,48,49,copd,2
2019,12,48,24,ihd,5
2019,12,48,35,copd,3
2019,12,48,90,ihd,4
2019,12,48,10,ihd,7
2019,12,48,39,ihd,1
2019,12,48,21,copd,12
2019,12,48,25,ihd,2
2019,12,48,36,copd,11
2019,12,48,11,ihd,5
2019,12,48,22,copd,18
2019,12,48,26,ihd,1
2019,12,48,37,copd,3
2019,12,48,92,ihd,8
2019,12,48,73,asthma,1
2019,12,48,23,copd,4
2019,12,48,27,ihd,4
2019,12,48,38,copd,4
2019,12,48,93,ihd,2
2019,12,48,13,ihd,2
2019,12,48,24,copd,9
2019,12,48,60,asthma,1
2019,12,48,90,copd,31
2019,12,48,10,copd,38
2019,12,48,39,copd,2
2019,12,48,94,ihd,4
2019,12,48,14,ihd,1
2019,12,48,25,copd,9
2019,12,48,80,ihd,4
2019,12,48,91,copd,9
2019,12,48,11,copd,8
2019,12,48,15,ihd,2
2019,12,48,26,copd,1
2019,12,48,81,ihd,2
2019,12,48,92,copd,11
2019,12,48,12,copd,5
2019,12,48,96,ihd,4
2019,12,48,77,asthma,1
2019,12,48,16,ihd,5
2019,12,48,-,copd,1
2019,12,48,27,copd,6
2019,12,48,93,copd,8
2019,12,48,13,copd,5
2019,12,48,17,ihd,1
2019,12,48,83,ihd,1
2019,12,48,64,asthma,2
2019,12,48,94,copd,28
2019,12,48,14,copd,7
2019,12,48,80,copd,38
2019,12,48,0,copd,1
2019,12,48,84,ihd,5
2019,12,48,95,copd,21
2019,12,48,15,copd,2
2019,12,48,70,ihd,1
2019,12,48,99,ihd,2
2019,12,48,81,copd,7
2019,12,48,19,ihd,3
2019,12,48,85,ihd,2
2019,12,48,96,copd,38
2019,12,48,16,copd,11
2019,12,48,71,ihd,4
2019,12,48,82,copd,7
2019,12,48,86,ihd,2
2019,12,48,72,ihd,7
2019,12,48,83,copd,10
2019,12,48,18,copd,4
2019,12,48,73,ihd,1
2019,12,48,84,copd,22
2019,12,48,40,asthma,13
2019,12,48,70,copd,14
2019,12,48,99,copd,22
2019,12,48,19,copd,7
2019,12,48,85,copd,2
2019,12,48,60,ihd,2
2019,12,48,71,copd,9
2019,12,48,75,ihd,1
2019,12,48,86,copd,8
2019,12,48,42,asthma,3
2019,12,48,72,copd,7
2019,12,48,76,ihd,1
2019,12,48,62,ihd,5
2019,12,48,73,copd,18
2019,12,48,63,ihd,1
2019,12,48,44,asthma,3
2019,12,48,74,copd,6
2019,12,48,30,asthma,2
2019,12,48,60,copd,12
2019,12,48,64,ihd,2
2019,12,48,45,asthma,3
2019,12,48,75,copd,4
2019,12,49,40,ihd,113
2019,12,49,21,asthma,23
2019,12,49,51,copd,298
2019,12,49,55,ihd,13
2019,12,49,36,asthma,19
2019,12,49,66,copd,305
2019,12,49,41,ihd,59
2019,12,49,22,asthma,34
2019,12,49,52,copd,383
2019,12,49,56,ihd,30
2019,12,49,37,asthma,2
2019,12,49,67,copd,530
2019,12,49,42,ihd,20
2019,12,49,23,asthma,2
2019,12,49,53,copd,125
2019,12,49,57,ihd,45
2019,12,49,38,asthma,4
2019,12,49,43,ihd,51
2019,12,49,24,asthma,12
2019,12,49,54,copd,216
2019,12,49,90,asthma,12
2019,12,49,10,asthma,30
2019,12,49,58,ihd,4
2019,12,49,39,asthma,2
2019,12,49,40,copd,743
2019,12,49,44,ihd,36
2019,12,49,25,asthma,3
2019,12,49,55,copd,428
2019,12,49,91,asthma,1
2019,12,49,30,ihd,128
2019,12,49,11,asthma,51
2019,12,49,41,copd,494
2019,12,49,45,ihd,44
2019,12,49,26,asthma,5
2019,12,49,56,copd,331
2019,12,49,92,asthma,5
2019,12,49,31,ihd,67
2019,12,49,12,asthma,11
2019,12,49,42,copd,209
2019,12,49,46,ihd,38
2019,12,49,27,asthma,7
2019,12,49,57,copd,702
2019,12,49,NULL,ihd,681
2019,12,49,93,asthma,39
2019,12,49,32,ihd,52
2019,12,49,13,asthma,38
2019,12,49,43,copd,134
2019,12,49,47,ihd,32
2019,12,49,58,copd,131
2019,12,49,94,asthma,9
2019,12,49,33,ihd,89
2019,12,49,14,asthma,9
2019,12,49,44,copd,312
2019,12,49,80,asthma,27
2019,12,49,0,asthma,1
2019,12,49,48,ihd,41
2019,12,49,30,copd,952
2019,12,49,95,asthma,10
2019,12,49,34,ihd,44
2019,12,49,15,asthma,1
2019,12,49,45,copd,441
2019,12,49,81,asthma,3
2019,12,49,20,ihd,67
2019,12,49,49,ihd,1
2019,12,49,31,copd,589
2019,12,49,96,asthma,16
2019,12,49,35,ihd,28
2019,12,49,16,asthma,42
2019,12,49,46,copd,343
2019,12,49,82,asthma,1
2019,12,49,NULL,copd,3720
2019,12,49,,copd,1
2019,12,49,21,ihd,57
2019,12,49,32,copd,405
2019,12,49,36,ihd,81
2019,12,49,17,asthma,3
2019,12,49,47,copd,176
2019,12,49,22,ihd,46
2019,12,49,33,copd,676
2019,12,49,37,ihd,16
2019,12,49,18,asthma,6
2019,12,49,48,copd,119
2019,12,49,84,asthma,31
2019,12,49,23,ihd,44
2019,12,49,34,copd,416
2019,12,49,70,asthma,10
2019,12,49,99,asthma,38
2019,12,49,38,ihd,28
2019,12,49,19,asthma,3
2019,12,49,20,copd,280
2019,12,49,49,copd,125
2019,12,49,85,asthma,3
2019,12,49,24,ihd,52
2019,12,49,35,copd,139
2019,12,49,90,ihd,167
2019,12,49,71,asthma,14
2019,12,49,10,ihd,125
2019,12,49,39,ihd,20
2019,12,49,21,copd,218
2019,12,49,86,asthma,5
2019,12,49,25,ihd,21
2019,12,49,36,copd,334
2019,12,49,91,ihd,22
2019,12,49,72,asthma,19
2019,12,49,11,ihd,59
2019,12,49,22,copd,340
2019,12,49,26,ihd,17
2019,12,49,37,copd,89
2019,12,49,92,ihd,52
2019,12,49,73,asthma,28
2019,12,49,12,ihd,64
2019,12,49,23,copd,106
2019,12,49,27,ihd,20
2019,12,49,38,copd,117
2019,12,49,93,ihd,39
2019,12,49,74,asthma,4
2019,12,49,13,ihd,21
2019,12,49,24,copd,213
2019,12,49,60,asthma,56
2019,12,49,90,copd,768
2019,12,49,10,copd,493
2019,12,49,39,copd,153
2019,12,49,94,ihd,52
2019,12,49,75,asthma,2
2019,12,49,14,ihd,35
2019,12,49,25,copd,198
2019,12,49,80,ihd,141
2019,12,49,61,asthma,2
2019,12,49,91,copd,102
2019,12,49,0,ihd,3
2019,12,49,11,copd,197
2019,12,49,95,ihd,54
2019,12,49,76,asthma,18
2019,12,49,15,ihd,20
2019,12,49,26,copd,100
2019,12,49,81,ihd,39
2019,12,49,62,asthma,11
2019,12,49,92,copd,308
2019,12,49,12,copd,190
2019,12,49,96,ihd,50
2019,12,49,77,asthma,29
2019,12,49,16,ihd,66
2019,12,49,27,copd,143
2019,12,49,82,ihd,24
2019,12,49,63,asthma,3
2019,12,49,93,copd,313
2019,12,49,13,copd,175
2019,12,49,97,ihd,1
2019,12,49,17,ihd,3
2019,12,49,83,ihd,29
2019,12,49,64,asthma,9
2019,12,49,94,copd,431
2019,12,49,14,copd,246
2019,12,49,50,asthma,20
2019,12,49,80,copd,770
2019,12,49,18,ihd,16
2019,12,49,0,copd,14
2019,12,49,84,ihd,116
2019,12,49,65,asthma,46
2019,12,49,95,copd,272
2019,12,49,15,copd,101
2019,12,49,70,ihd,28
2019,12,49,51,asthma,5
2019,12,49,99,ihd,58
2019,12,49,81,copd,204
2019,12,49,19,ihd,38
2019,12,49,0,copd,1
2019,12,49,1,copd,5
2019,12,49,85,ihd,10
2019,12,49,66,asthma,8
2019,12,49,96,copd,567
2019,12,49,16,copd,251
2019,12,49,71,ihd,32
2019,12,49,52,asthma,29
2019,12,49,82,copd,104
2019,12,49,86,ihd,40
2019,12,49,67,asthma,44
2019,12,49,97,copd,11
2019,12,49,17,copd,98
2019,12,49,72,ihd,69
2019,12,49,53,asthma,8
2019,12,49,83,copd,74
2019,12,49,18,copd,129
2019,12,49,73,ihd,56
2019,12,49,54,asthma,5
2019,12,49,84,copd,527
2019,12,49,40,asthma,63
2019,12,49,70,copd,359
2019,12,49,99,copd,351
2019,12,49,19,copd,175
2019,12,49,74,ihd,6
2019,12,49,55,asthma,12
2019,12,49,85,copd,92
2019,12,49,60,ihd,48
2019,12,49,41,asthma,29
2019,12,49,71,copd,271
2019,12,49,75,ihd,17
2019,12,49,56,asthma,28
2019,12,49,86,copd,169
2019,12,49,61,ihd,20
2019,12,49,42,asthma,20
2019,12,49,72,copd,262
2019,12,49,76,ihd,38
2019,12,49,57,asthma,12
2019,12,49,62,ihd,47
2019,12,49,43,asthma,8
2019,12,49,73,copd,179
2019,12,49,77,ihd,24
2019,12,49,58,asthma,4
2019,12,49,63,ihd,17
2019,12,49,44,asthma,84
2019,12,49,74,copd,106
2019,12,49,30,asthma,108
2019,12,49,60,copd,329
2019,12,49,64,ihd,41
2019,12,49,45,asthma,19
2019,12,49,75,copd,28
2019,12,49,50,ihd,74
2019,12,49,31,asthma,18
2019,12,49,61,copd,106
2019,12,49,65,ihd,55
2019,12,49,46,asthma,17
2019,12,49,76,copd,175
2019,12,49,NULL,asthma,382
2019,12,49,51,ihd,33
2019,12,49,32,asthma,42
2019,12,49,62,copd,266
2019,12,49,66,ihd,49
2019,12,49,47,asthma,11
2019,12,49,77,copd,168
2019,12,49,52,ihd,31
2019,12,49,33,asthma,58
2019,12,49,63,copd,314
2019,12,49,67,ihd,63
2019,12,49,48,asthma,4
2019,12,49,53,ihd,9
2019,12,49,34,asthma,113
2019,12,49,64,copd,191
2019,12,49,20,asthma,24
2019,12,49,49,asthma,13
2019,12,49,50,copd,1090
2019,12,49,54,ihd,27
2019,12,49,35,asthma,1
2019,12,49,65,copd,248
2019,12,50,30,ihd,127
2019,12,50,11,asthma,33
2019,12,50,41,copd,438
2019,12,50,45,ihd,61
2019,12,50,26,asthma,5
2019,12,50,56,copd,344
2019,12,50,92,asthma,7
2019,12,50,31,ihd,69
2019,12,50,12,asthma,22
2019,12,50,42,copd,231
2019,12,50,46,ihd,32
2019,12,50,27,asthma,2
2019,12,50,57,copd,700
2019,12,50,NULL,ihd,738
2019,12,50,93,asthma,30
2019,12,50,32,ihd,53
2019,12,50,13,asthma,43
2019,12,50,43,copd,132
2019,12,50,47,ihd,29
2019,12,50,58,copd,130
2019,12,50,94,asthma,7
2019,12,50,33,ihd,126
2019,12,50,14,asthma,2
2019,12,50,44,copd,422
2019,12,50,80,asthma,30
2019,12,50,48,ihd,42
2019,12,50,30,copd,825
2019,12,50,95,asthma,9
2019,12,50,34,ihd,57
2019,12,50,15,asthma,3
2019,12,50,45,copd,445
2019,12,50,81,asthma,2
2019,12,50,20,ihd,78
2019,12,50,49,ihd,7
2019,12,50,31,copd,565
2019,12,50,96,asthma,21
2019,12,50,35,ihd,21
2019,12,50,16,asthma,38
2019,12,50,46,copd,529
2019,12,50,82,asthma,1
2019,12,50,NULL,copd,3786
2019,12,50,,copd,3
2019,12,50,21,ihd,71
2019,12,50,32,copd,331
2019,12,50,97,asthma,1
2019,12,50,36,ihd,68
2019,12,50,17,asthma,6
2019,12,50,47,copd,241
2019,12,50,83,asthma,12
2019,12,50,22,ihd,57
2019,12,50,33,copd,554
2019,12,50,37,ihd,23
2019,12,50,18,asthma,17
2019,12,50,48,copd,139
2019,12,50,84,asthma,27
2019,12,50,23,ihd,30
2019,12,50,34,copd,615
2019,12,50,70,asthma,13
2019,12,50,99,asthma,39
2019,12,50,38,ihd,25
2019,12,50,19,asthma,10
2019,12,50,20,copd,345
2019,12,50,49,copd,143
2019,12,50,85,asthma,2
2019,12,50,24,ihd,50
2019,12,50,35,copd,177
2019,12,50,90,ihd,125
2019,12,50,71,asthma,12
2019,12,50,10,ihd,115
2019,12,50,39,ihd,39
2019,12,50,21,copd,212
2019,12,50,86,asthma,2
2019,12,50,25,ihd,23
2019,12,50,36,copd,358
2019,12,50,91,ihd,21
2019,12,50,72,asthma,13
2019,12,50,11,ihd,62
2019,12,50,22,copd,430
2019,12,50,26,ihd,16
2019,12,50,37,copd,82
2019,12,50,92,ihd,60
2019,12,50,73,asthma,32
2019,12,50,12,ihd,64
2019,12,50,23,copd,106
2019,12,50,27,ihd,28
2019,12,50,38,copd,164
2019,12,50,93,ihd,31
2019,12,50,74,asthma,10
2019,12,50,13,ihd,31
2019,12,50,24,copd,216
2019,12,50,60,asthma,29
2019,12,50,90,copd,694
2019,12,50,10,copd,579
2019,12,50,39,copd,188
2019,12,50,94,ihd,68
2019,12,50,75,asthma,3
2019,12,50,14,ihd,60
2019,12,50,25,copd,155
2019,12,50,80,ihd,140
2019,12,50,61,asthma,3
2019,12,50,91,copd,193
2019,12,50,0,ihd,5
2019,12,50,11,copd,188
2019,12,50,95,ihd,44
2019,12,50,76,asthma,14
2019,12,50,15,ihd,16
2019,12,50,26,copd,86
2019,12,50,81,ihd,46
2019,12,50,62,asthma,24
2019,12,50,92,copd,318
2019,12,50,1,ihd,2
2019,12,50,12,copd,166
2019,12,50,96,ihd,79
2019,12,50,77,asthma,60
2019,12,50,16,ihd,78
2019,12,50,27,copd,240
2019,12,50,82,ihd,36
2019,12,50,63,asthma,10
2019,12,50,93,copd,259
2019,12,50,13,copd,156
2019,12,50,97,ihd,4
2019,12,50,17,ihd,14
2019,12,50,83,ihd,29
2019,12,50,64,asthma,2
2019,12,50,94,copd,398
2019,12,50,14,copd,253
2019,12,50,50,asthma,33
2019,12,50,80,copd,802
2019,12,50,18,ihd,18
2019,12,50,0,copd,10
2019,12,50,84,ihd,106
2019,12,50,65,asthma,64
2019,12,50,95,copd,280
2019,12,50,15,copd,74
2019,12,50,70,ihd,37
2019,12,50,51,asthma,4
2019,12,50,99,ihd,60
2019,12,50,81,copd,109
2019,12,50,19,ihd,65
2019,12,50,0,copd,1
2019,12,50,1,copd,6
2019,12,50,85,ihd,11
2019,12,50,66,asthma,8
2019,12,50,96,copd,518
2019,12,50,16,copd,310
2019,12,50,71,ihd,39
2019,12,50,52,asthma,38
2019,12,50,82,copd,127
2019,12,50,86,ihd,58
2019,12,50,67,asthma,21
2019,12,50,97,copd,10
2019,12,50,17,copd,84
2019,12,50,72,ihd,79
2019,12,50,53,asthma,5
2019,12,50,83,copd,134
2019,12,50,3,copd,2
2019,12,50,18,copd,160
2019,12,50,73,ihd,47
2019,12,50,54,asthma,4
2019,12,50,84,copd,595
2019,12,50,40,asthma,93
2019,12,50,70,copd,348
2019,12,50,99,copd,464
2019,12,50,19,copd,199
2019,12,50,74,ihd,10
2019,12,50,55,asthma,14
2019,12,50,85,copd,87
2019,12,50,60,ihd,74
2019,12,50,41,asthma,44
2019,12,50,71,copd,418
2019,12,50,75,ihd,13
2019,12,50,56,asthma,23
2019,12,50,86,copd,201
2019,12,50,61,ihd,19
2019,12,50,42,asthma,24
2019,12,50,72,copd,315
2019,12,50,76,ihd,34
2019,12,50,57,asthma,14
2019,12,50,62,ihd,68
2019,12,50,43,asthma,10
2019,12,50,73,copd,217
2019,12,50,77,ihd,43
2019,12,50,58,asthma,4
2019,12,50,63,ihd,46
2019,12,50,44,asthma,93
2019,12,50,74,copd,104
2019,12,50,30,asthma,81
2019,12,50,60,copd,388
2019,12,50,64,ihd,39
2019,12,50,45,asthma,23
2019,12,50,75,copd,57
2019,12,50,50,ihd,82
2019,12,50,31,asthma,16
2019,12,50,61,copd,193
2019,12,50,65,ihd,52
2019,12,50,46,asthma,27
2019,12,50,76,copd,172
2019,12,50,NULL,asthma,372
2019,12,50,51,ihd,39
2019,12,50,32,asthma,45
2019,12,50,62,copd,304
2019,12,50,66,ihd,43
2019,12,50,47,asthma,6
2019,12,50,77,copd,209
2019,12,50,52,ihd,29
2019,12,50,33,asthma,106
2019,12,50,63,copd,351
2019,12,50,67,ihd,92
2019,12,50,48,asthma,8
2019,12,50,53,ihd,12
2019,12,50,34,asthma,85
2019,12,50,64,copd,234
2019,12,50,20,asthma,22
2019,12,50,49,asthma,14
2019,12,50,50,copd,1077
2019,12,50,54,ihd,31
2019,12,50,35,asthma,4
2019,12,50,65,copd,267
2019,12,50,40,ihd,134
2019,12,50,21,asthma,22
2019,12,50,51,copd,344
2019,12,50,55,ihd,19
2019,12,50,36,asthma,19
2019,12,50,66,copd,343
2019,12,50,41,ihd,71
2019,12,50,22,asthma,49
2019,12,50,52,copd,465
2019,12,50,56,ihd,32
2019,12,50,37,asthma,4
2019,12,50,67,copd,447
2019,12,50,42,ihd,22
2019,12,50,23,asthma,9
2019,12,50,53,copd,171
2019,12,50,57,ihd,54
2019,12,50,38,asthma,5
2019,12,50,43,ihd,42
2019,12,50,24,asthma,5
2019,12,50,54,copd,226
2019,12,50,90,asthma,17
2019,12,50,10,asthma,29
2019,12,50,58,ihd,4
2019,12,50,39,asthma,7
2019,12,50,40,copd,672
2019,12,50,44,ihd,51
2019,12,50,25,asthma,10
2019,12,50,55,copd,387
2019,12,51,20,ihd,105
2019,12,51,49,ihd,1
2019,12,51,31,copd,681
2019,12,51,96,asthma,29
2019,12,51,35,ihd,13
2019,12,51,16,asthma,51
2019,12,51,46,copd,506
2019,12,51,82,asthma,5
2019,12,51,NULL,copd,4533
2019,12,51,,copd,4
2019,12,51,21,ihd,57
2019,12,51,32,copd,350
2019,12,51,36,ihd,84
2019,12,51,17,asthma,2
2019,12,51,47,copd,243
2019,12,51,83,asthma,5
2019,12,51,22,ihd,48
2019,12,51,33,copd,701
2019,12,51,37,ihd,29
2019,12,51,18,asthma,50
2019,12,51,48,copd,146
2019,12,51,84,asthma,31
2019,12,51,23,ihd,45
2019,12,51,34,copd,524
2019,12,51,70,asthma,12
2019,12,51,99,asthma,44
2019,12,51,38,ihd,38
2019,12,51,19,asthma,1
2019,12,51,20,copd,386
2019,12,51,49,copd,101
2019,12,51,85,asthma,10
2019,12,51,24,ihd,69
2019,12,51,35,copd,155
2019,12,51,90,ihd,149
2019,12,51,71,asthma,15
2019,12,51,10,ihd,208
2019,12,51,39,ihd,45
2019,12,51,21,copd,266
2019,12,51,86,asthma,1
2019,12,51,25,ihd,35
2019,12,51,36,copd,376
2019,12,51,91,ihd,28
2019,12,51,72,asthma,11
2019,12,51,11,ihd,64
2019,12,51,22,copd,364
2019,12,51,26,ihd,20
2019,12,51,37,copd,94
2019,12,51,92,ihd,40
2019,12,51,73,asthma,51
2019,12,51,12,ihd,71
2019,12,51,23,copd,141
2019,12,51,27,ihd,28
2019,12,51,38,copd,189
2019,12,51,93,ihd,46
2019,12,51,74,asthma,7
2019,12,51,13,ihd,40
2019,12,51,24,copd,339
2019,12,51,60,asthma,55
2019,12,51,90,copd,877
2019,12,51,10,copd,679
2019,12,51,39,copd,184
2019,12,51,94,ihd,80
2019,12,51,75,asthma,4
2019,12,51,14,ihd,34
2019,12,51,25,copd,125
2019,12,51,80,ihd,183
2019,12,51,61,asthma,3
2019,12,51,0,ihd,2
2019,12,51,91,copd,207
2019,12,51,11,copd,233
2019,12,51,95,ihd,57
2019,12,51,76,asthma,14
2019,12,51,15,ihd,21
2019,12,51,26,copd,120
2019,12,51,81,ihd,48
2019,12,51,62,asthma,19
2019,12,51,92,copd,276
2019,12,51,1,ihd,2
2019,12,51,12,copd,275
2019,12,51,96,ihd,76
2019,12,51,77,asthma,19
2019,12,51,16,ihd,82
2019,12,51,27,copd,203
2019,12,51,82,ihd,9
2019,12,51,63,asthma,5
2019,12,51,93,copd,365
2019,12,51,13,copd,211
2019,12,51,97,ihd,6
2019,12,51,17,ihd,13
2019,12,51,83,ihd,39
2019,12,51,64,asthma,10
2019,12,51,94,copd,412
2019,12,51,14,copd,243
2019,12,51,50,asthma,43
2019,12,51,80,copd,1008
2019,12,51,18,ihd,17
2019,12,51,0,copd,14
2019,12,51,84,ihd,110
